district_name,office_title,district_type,district_locale_name,zip,state
Los Angeles County,Sheriff,county,los_angeles,90001,CA
Los Angeles County,Assessor,county,los_angeles,90001,CA
Los Angeles County,District Attorney,county,los_angeles,90001,CA
Los Angeles County,Sheriff,county,los_angeles,90002,CA
Los Angeles County,Assessor,county,los_angeles,90002,CA
Los Angeles County,District Attorney,county,los_angeles,90002,CA
Los Angeles County,Sheriff,county,los_angeles,90003,CA
Los Angeles County,Assessor,county,los_angeles,90003,CA
Los Angeles County,District Attorney,county,los_angeles,90003,CA
Los Angeles city,Mayor,place,los_angeles,90003,CA
Los Angeles city,Controller,place,los_angeles,90003,CA
Los Angeles city,City Attorney,place,los_angeles,90003,CA
Los Angeles County,Sheriff,county,los_angeles,90004,CA
Los Angeles County,Assessor,county,los_angeles,90004,CA
Los Angeles County,District Attorney,county,los_angeles,90004,CA
Los Angeles city,Mayor,place,los_angeles,90004,CA
Los Angeles city,Controller,place,los_angeles,90004,CA
Los Angeles city,City Attorney,place,los_angeles,90004,CA
Los Angeles County,Sheriff,county,los_angeles,90005,CA
Los Angeles County,Assessor,county,los_angeles,90005,CA
Los Angeles County,District Attorney,county,los_angeles,90005,CA
Los Angeles city,Mayor,place,los_angeles,90005,CA
Los Angeles city,Controller,place,los_angeles,90005,CA
Los Angeles city,City Attorney,place,los_angeles,90005,CA
Los Angeles County,Sheriff,county,los_angeles,90006,CA
Los Angeles County,Assessor,county,los_angeles,90006,CA
Los Angeles County,District Attorney,county,los_angeles,90006,CA
Los Angeles city,Mayor,place,los_angeles,90006,CA
Los Angeles city,Controller,place,los_angeles,90006,CA
Los Angeles city,City Attorney,place,los_angeles,90006,CA
Los Angeles County,Sheriff,county,los_angeles,90007,CA
Los Angeles County,Assessor,county,los_angeles,90007,CA
Los Angeles County,District Attorney,county,los_angeles,90007,CA
Los Angeles city,Mayor,place,los_angeles,90007,CA
Los Angeles city,Controller,place,los_angeles,90007,CA
Los Angeles city,City Attorney,place,los_angeles,90007,CA
Los Angeles County,Sheriff,county,los_angeles,90008,CA
Los Angeles County,Assessor,county,los_angeles,90008,CA
Los Angeles County,District Attorney,county,los_angeles,90008,CA
Los Angeles County,Sheriff,county,los_angeles,90009,CA
Los Angeles County,Assessor,county,los_angeles,90009,CA
Los Angeles County,District Attorney,county,los_angeles,90009,CA
Los Angeles city,Mayor,place,los_angeles,90009,CA
Los Angeles city,Controller,place,los_angeles,90009,CA
Los Angeles city,City Attorney,place,los_angeles,90009,CA
Los Angeles County,Sheriff,county,los_angeles,90010,CA
Los Angeles County,Assessor,county,los_angeles,90010,CA
Los Angeles County,District Attorney,county,los_angeles,90010,CA
Los Angeles city,Mayor,place,los_angeles,90010,CA
Los Angeles city,Controller,place,los_angeles,90010,CA
Los Angeles city,City Attorney,place,los_angeles,90010,CA
Los Angeles County,Sheriff,county,los_angeles,90011,CA
Los Angeles County,Assessor,county,los_angeles,90011,CA
Los Angeles County,District Attorney,county,los_angeles,90011,CA
Los Angeles city,Mayor,place,los_angeles,90011,CA
Los Angeles city,Controller,place,los_angeles,90011,CA
Los Angeles city,City Attorney,place,los_angeles,90011,CA
Los Angeles County,Sheriff,county,los_angeles,90012,CA
Los Angeles County,Assessor,county,los_angeles,90012,CA
Los Angeles County,District Attorney,county,los_angeles,90012,CA
Los Angeles city,Mayor,place,los_angeles,90012,CA
Los Angeles city,Controller,place,los_angeles,90012,CA
Los Angeles city,City Attorney,place,los_angeles,90012,CA
Los Angeles County,Sheriff,county,los_angeles,90013,CA
Los Angeles County,Assessor,county,los_angeles,90013,CA
Los Angeles County,District Attorney,county,los_angeles,90013,CA
Los Angeles city,Mayor,place,los_angeles,90013,CA
Los Angeles city,Controller,place,los_angeles,90013,CA
Los Angeles city,City Attorney,place,los_angeles,90013,CA
Los Angeles County,Sheriff,county,los_angeles,90014,CA
Los Angeles County,Assessor,county,los_angeles,90014,CA
Los Angeles County,District Attorney,county,los_angeles,90014,CA
Los Angeles city,Mayor,place,los_angeles,90014,CA
Los Angeles city,Controller,place,los_angeles,90014,CA
Los Angeles city,City Attorney,place,los_angeles,90014,CA
Los Angeles County,Sheriff,county,los_angeles,90015,CA
Los Angeles County,Assessor,county,los_angeles,90015,CA
Los Angeles County,District Attorney,county,los_angeles,90015,CA
Los Angeles city,Mayor,place,los_angeles,90015,CA
Los Angeles city,Controller,place,los_angeles,90015,CA
Los Angeles city,City Attorney,place,los_angeles,90015,CA
Los Angeles County,Sheriff,county,los_angeles,90016,CA
Los Angeles County,Assessor,county,los_angeles,90016,CA
Los Angeles County,District Attorney,county,los_angeles,90016,CA
Los Angeles city,Mayor,place,los_angeles,90016,CA
Los Angeles city,Controller,place,los_angeles,90016,CA
Los Angeles city,City Attorney,place,los_angeles,90016,CA
Los Angeles County,Sheriff,county,los_angeles,90017,CA
Los Angeles County,Assessor,county,los_angeles,90017,CA
Los Angeles County,District Attorney,county,los_angeles,90017,CA
Los Angeles city,Mayor,place,los_angeles,90017,CA
Los Angeles city,Controller,place,los_angeles,90017,CA
Los Angeles city,City Attorney,place,los_angeles,90017,CA
Los Angeles County,Sheriff,county,los_angeles,90018,CA
Los Angeles County,Assessor,county,los_angeles,90018,CA
Los Angeles County,District Attorney,county,los_angeles,90018,CA
Los Angeles city,Mayor,place,los_angeles,90018,CA
Los Angeles city,Controller,place,los_angeles,90018,CA
Los Angeles city,City Attorney,place,los_angeles,90018,CA
Los Angeles County,Sheriff,county,los_angeles,90019,CA
Los Angeles County,Assessor,county,los_angeles,90019,CA
Los Angeles County,District Attorney,county,los_angeles,90019,CA
Los Angeles city,Mayor,place,los_angeles,90019,CA
Los Angeles city,Controller,place,los_angeles,90019,CA
Los Angeles city,City Attorney,place,los_angeles,90019,CA
Los Angeles County,Sheriff,county,los_angeles,90020,CA
Los Angeles County,Assessor,county,los_angeles,90020,CA
Los Angeles County,District Attorney,county,los_angeles,90020,CA
Los Angeles city,Mayor,place,los_angeles,90020,CA
Los Angeles city,Controller,place,los_angeles,90020,CA
Los Angeles city,City Attorney,place,los_angeles,90020,CA
Los Angeles County,Sheriff,county,los_angeles,90021,CA
Los Angeles County,Assessor,county,los_angeles,90021,CA
Los Angeles County,District Attorney,county,los_angeles,90021,CA
Los Angeles city,Mayor,place,los_angeles,90021,CA
Los Angeles city,Controller,place,los_angeles,90021,CA
Los Angeles city,City Attorney,place,los_angeles,90021,CA
Los Angeles County,Sheriff,county,los_angeles,90022,CA
Los Angeles County,Assessor,county,los_angeles,90022,CA
Los Angeles County,District Attorney,county,los_angeles,90022,CA
Los Angeles city,Mayor,place,los_angeles,90022,CA
Los Angeles city,Controller,place,los_angeles,90022,CA
Los Angeles city,City Attorney,place,los_angeles,90022,CA
Los Angeles County,Sheriff,county,los_angeles,90023,CA
Los Angeles County,Assessor,county,los_angeles,90023,CA
Los Angeles County,District Attorney,county,los_angeles,90023,CA
Los Angeles County,Sheriff,county,los_angeles,90024,CA
Los Angeles County,Assessor,county,los_angeles,90024,CA
Los Angeles County,District Attorney,county,los_angeles,90024,CA
Los Angeles County,Sheriff,county,los_angeles,90025,CA
Los Angeles County,Assessor,county,los_angeles,90025,CA
Los Angeles County,District Attorney,county,los_angeles,90025,CA
Los Angeles County,Sheriff,county,los_angeles,90026,CA
Los Angeles County,Assessor,county,los_angeles,90026,CA
Los Angeles County,District Attorney,county,los_angeles,90026,CA
Los Angeles city,Mayor,place,los_angeles,90026,CA
Los Angeles city,Controller,place,los_angeles,90026,CA
Los Angeles city,City Attorney,place,los_angeles,90026,CA
Los Angeles County,Sheriff,county,los_angeles,90027,CA
Los Angeles County,Assessor,county,los_angeles,90027,CA
Los Angeles County,District Attorney,county,los_angeles,90027,CA
Los Angeles city,Mayor,place,los_angeles,90027,CA
Los Angeles city,Controller,place,los_angeles,90027,CA
Los Angeles city,City Attorney,place,los_angeles,90027,CA
Los Angeles County,Sheriff,county,los_angeles,90028,CA
Los Angeles County,Assessor,county,los_angeles,90028,CA
Los Angeles County,District Attorney,county,los_angeles,90028,CA
Los Angeles city,Mayor,place,los_angeles,90028,CA
Los Angeles city,Controller,place,los_angeles,90028,CA
Los Angeles city,City Attorney,place,los_angeles,90028,CA
Los Angeles County,Sheriff,county,los_angeles,90029,CA
Los Angeles County,Assessor,county,los_angeles,90029,CA
Los Angeles County,District Attorney,county,los_angeles,90029,CA
Los Angeles city,Mayor,place,los_angeles,90029,CA
Los Angeles city,Controller,place,los_angeles,90029,CA
Los Angeles city,City Attorney,place,los_angeles,90029,CA
Los Angeles County,Sheriff,county,los_angeles,90030,CA
Los Angeles County,Assessor,county,los_angeles,90030,CA
Los Angeles County,District Attorney,county,los_angeles,90030,CA
Los Angeles city,Mayor,place,los_angeles,90030,CA
Los Angeles city,Controller,place,los_angeles,90030,CA
Los Angeles city,City Attorney,place,los_angeles,90030,CA
Los Angeles County,Sheriff,county,los_angeles,90031,CA
Los Angeles County,Assessor,county,los_angeles,90031,CA
Los Angeles County,District Attorney,county,los_angeles,90031,CA
Los Angeles city,Mayor,place,los_angeles,90031,CA
Los Angeles city,Controller,place,los_angeles,90031,CA
Los Angeles city,City Attorney,place,los_angeles,90031,CA
Los Angeles County,Sheriff,county,los_angeles,90032,CA
Los Angeles County,Assessor,county,los_angeles,90032,CA
Los Angeles County,District Attorney,county,los_angeles,90032,CA
Los Angeles County,Sheriff,county,los_angeles,90033,CA
Los Angeles County,Assessor,county,los_angeles,90033,CA
Los Angeles County,District Attorney,county,los_angeles,90033,CA
Los Angeles city,Mayor,place,los_angeles,90033,CA
Los Angeles city,Controller,place,los_angeles,90033,CA
Los Angeles city,City Attorney,place,los_angeles,90033,CA
Los Angeles County,Sheriff,county,los_angeles,90034,CA
Los Angeles County,Assessor,county,los_angeles,90034,CA
Los Angeles County,District Attorney,county,los_angeles,90034,CA
Los Angeles city,Mayor,place,los_angeles,90034,CA
Los Angeles city,Controller,place,los_angeles,90034,CA
Los Angeles city,City Attorney,place,los_angeles,90034,CA
Los Angeles County,Sheriff,county,los_angeles,90035,CA
Los Angeles County,Assessor,county,los_angeles,90035,CA
Los Angeles County,District Attorney,county,los_angeles,90035,CA
Los Angeles County,Sheriff,county,los_angeles,90036,CA
Los Angeles County,Assessor,county,los_angeles,90036,CA
Los Angeles County,District Attorney,county,los_angeles,90036,CA
Los Angeles city,Mayor,place,los_angeles,90036,CA
Los Angeles city,Controller,place,los_angeles,90036,CA
Los Angeles city,City Attorney,place,los_angeles,90036,CA
Los Angeles County,Sheriff,county,los_angeles,90037,CA
Los Angeles County,Assessor,county,los_angeles,90037,CA
Los Angeles County,District Attorney,county,los_angeles,90037,CA
Los Angeles city,Mayor,place,los_angeles,90037,CA
Los Angeles city,Controller,place,los_angeles,90037,CA
Los Angeles city,City Attorney,place,los_angeles,90037,CA
Los Angeles County,Sheriff,county,los_angeles,90038,CA
Los Angeles County,Assessor,county,los_angeles,90038,CA
Los Angeles County,District Attorney,county,los_angeles,90038,CA
Los Angeles city,Mayor,place,los_angeles,90038,CA
Los Angeles city,Controller,place,los_angeles,90038,CA
Los Angeles city,City Attorney,place,los_angeles,90038,CA
Los Angeles County,Sheriff,county,los_angeles,90039,CA
Los Angeles County,Assessor,county,los_angeles,90039,CA
Los Angeles County,District Attorney,county,los_angeles,90039,CA
Los Angeles city,Mayor,place,los_angeles,90039,CA
Los Angeles city,Controller,place,los_angeles,90039,CA
Los Angeles city,City Attorney,place,los_angeles,90039,CA
Los Angeles County,Sheriff,county,los_angeles,90040,CA
Los Angeles County,Assessor,county,los_angeles,90040,CA
Los Angeles County,District Attorney,county,los_angeles,90040,CA
Los Angeles County,Sheriff,county,los_angeles,90041,CA
Los Angeles County,Assessor,county,los_angeles,90041,CA
Los Angeles County,District Attorney,county,los_angeles,90041,CA
Los Angeles city,Mayor,place,los_angeles,90041,CA
Los Angeles city,Controller,place,los_angeles,90041,CA
Los Angeles city,City Attorney,place,los_angeles,90041,CA
Los Angeles County,Sheriff,county,los_angeles,90042,CA
Los Angeles County,Assessor,county,los_angeles,90042,CA
Los Angeles County,District Attorney,county,los_angeles,90042,CA
Los Angeles city,Mayor,place,los_angeles,90042,CA
Los Angeles city,Controller,place,los_angeles,90042,CA
Los Angeles city,City Attorney,place,los_angeles,90042,CA
Los Angeles County,Sheriff,county,los_angeles,90043,CA
Los Angeles County,Assessor,county,los_angeles,90043,CA
Los Angeles County,District Attorney,county,los_angeles,90043,CA
Los Angeles County,Sheriff,county,los_angeles,90044,CA
Los Angeles County,Assessor,county,los_angeles,90044,CA
Los Angeles County,District Attorney,county,los_angeles,90044,CA
Los Angeles County,Sheriff,county,los_angeles,90045,CA
Los Angeles County,Assessor,county,los_angeles,90045,CA
Los Angeles County,District Attorney,county,los_angeles,90045,CA
Los Angeles County,Sheriff,county,los_angeles,90046,CA
Los Angeles County,Assessor,county,los_angeles,90046,CA
Los Angeles County,District Attorney,county,los_angeles,90046,CA
Los Angeles County,Sheriff,county,los_angeles,90047,CA
Los Angeles County,Assessor,county,los_angeles,90047,CA
Los Angeles County,District Attorney,county,los_angeles,90047,CA
Los Angeles County,Sheriff,county,los_angeles,90048,CA
Los Angeles County,Assessor,county,los_angeles,90048,CA
Los Angeles County,District Attorney,county,los_angeles,90048,CA
Los Angeles County,Sheriff,county,los_angeles,90049,CA
Los Angeles County,Assessor,county,los_angeles,90049,CA
Los Angeles County,District Attorney,county,los_angeles,90049,CA
Los Angeles County,Sheriff,county,los_angeles,90050,CA
Los Angeles County,Assessor,county,los_angeles,90050,CA
Los Angeles County,District Attorney,county,los_angeles,90050,CA
Los Angeles city,Mayor,place,los_angeles,90050,CA
Los Angeles city,Controller,place,los_angeles,90050,CA
Los Angeles city,City Attorney,place,los_angeles,90050,CA
Los Angeles County,Sheriff,county,los_angeles,90051,CA
Los Angeles County,Assessor,county,los_angeles,90051,CA
Los Angeles County,District Attorney,county,los_angeles,90051,CA
Los Angeles County,Sheriff,county,los_angeles,90052,CA
Los Angeles County,Assessor,county,los_angeles,90052,CA
Los Angeles County,District Attorney,county,los_angeles,90052,CA
Los Angeles city,Mayor,place,los_angeles,90052,CA
Los Angeles city,Controller,place,los_angeles,90052,CA
Los Angeles city,City Attorney,place,los_angeles,90052,CA
Los Angeles County,Sheriff,county,los_angeles,90053,CA
Los Angeles County,Assessor,county,los_angeles,90053,CA
Los Angeles County,District Attorney,county,los_angeles,90053,CA
Los Angeles city,Mayor,place,los_angeles,90053,CA
Los Angeles city,Controller,place,los_angeles,90053,CA
Los Angeles city,City Attorney,place,los_angeles,90053,CA
Los Angeles County,Sheriff,county,los_angeles,90054,CA
Los Angeles County,Assessor,county,los_angeles,90054,CA
Los Angeles County,District Attorney,county,los_angeles,90054,CA
Los Angeles city,Mayor,place,los_angeles,90054,CA
Los Angeles city,Controller,place,los_angeles,90054,CA
Los Angeles city,City Attorney,place,los_angeles,90054,CA
Los Angeles County,Sheriff,county,los_angeles,90055,CA
Los Angeles County,Assessor,county,los_angeles,90055,CA
Los Angeles County,District Attorney,county,los_angeles,90055,CA
Los Angeles city,Mayor,place,los_angeles,90055,CA
Los Angeles city,Controller,place,los_angeles,90055,CA
Los Angeles city,City Attorney,place,los_angeles,90055,CA
Los Angeles County,Sheriff,county,los_angeles,90056,CA
Los Angeles County,Assessor,county,los_angeles,90056,CA
Los Angeles County,District Attorney,county,los_angeles,90056,CA
Los Angeles County,Sheriff,county,los_angeles,90057,CA
Los Angeles County,Assessor,county,los_angeles,90057,CA
Los Angeles County,District Attorney,county,los_angeles,90057,CA
Los Angeles city,Mayor,place,los_angeles,90057,CA
Los Angeles city,Controller,place,los_angeles,90057,CA
Los Angeles city,City Attorney,place,los_angeles,90057,CA
Los Angeles County,Sheriff,county,los_angeles,90058,CA
Los Angeles County,Assessor,county,los_angeles,90058,CA
Los Angeles County,District Attorney,county,los_angeles,90058,CA
Los Angeles County,Sheriff,county,los_angeles,90059,CA
Los Angeles County,Assessor,county,los_angeles,90059,CA
Los Angeles County,District Attorney,county,los_angeles,90059,CA
Los Angeles County,Sheriff,county,los_angeles,90060,CA
Los Angeles County,Assessor,county,los_angeles,90060,CA
Los Angeles County,District Attorney,county,los_angeles,90060,CA
Los Angeles city,Mayor,place,los_angeles,90060,CA
Los Angeles city,Controller,place,los_angeles,90060,CA
Los Angeles city,City Attorney,place,los_angeles,90060,CA
Los Angeles County,Sheriff,county,los_angeles,90061,CA
Los Angeles County,Assessor,county,los_angeles,90061,CA
Los Angeles County,District Attorney,county,los_angeles,90061,CA
Los Angeles County,Sheriff,county,los_angeles,90062,CA
Los Angeles County,Assessor,county,los_angeles,90062,CA
Los Angeles County,District Attorney,county,los_angeles,90062,CA
Los Angeles city,Mayor,place,los_angeles,90062,CA
Los Angeles city,Controller,place,los_angeles,90062,CA
Los Angeles city,City Attorney,place,los_angeles,90062,CA
Los Angeles County,Sheriff,county,los_angeles,90063,CA
Los Angeles County,Assessor,county,los_angeles,90063,CA
Los Angeles County,District Attorney,county,los_angeles,90063,CA
Los Angeles County,Sheriff,county,los_angeles,90064,CA
Los Angeles County,Assessor,county,los_angeles,90064,CA
Los Angeles County,District Attorney,county,los_angeles,90064,CA
Los Angeles city,Mayor,place,los_angeles,90064,CA
Los Angeles city,Controller,place,los_angeles,90064,CA
Los Angeles city,City Attorney,place,los_angeles,90064,CA
Los Angeles County,Sheriff,county,los_angeles,90065,CA
Los Angeles County,Assessor,county,los_angeles,90065,CA
Los Angeles County,District Attorney,county,los_angeles,90065,CA
Los Angeles city,Mayor,place,los_angeles,90065,CA
Los Angeles city,Controller,place,los_angeles,90065,CA
Los Angeles city,City Attorney,place,los_angeles,90065,CA
Los Angeles County,Sheriff,county,los_angeles,90066,CA
Los Angeles County,Assessor,county,los_angeles,90066,CA
Los Angeles County,District Attorney,county,los_angeles,90066,CA
Los Angeles County,Sheriff,county,los_angeles,90067,CA
Los Angeles County,Assessor,county,los_angeles,90067,CA
Los Angeles County,District Attorney,county,los_angeles,90067,CA
Los Angeles city,Mayor,place,los_angeles,90067,CA
Los Angeles city,Controller,place,los_angeles,90067,CA
Los Angeles city,City Attorney,place,los_angeles,90067,CA
Los Angeles County,Sheriff,county,los_angeles,90068,CA
Los Angeles County,Assessor,county,los_angeles,90068,CA
Los Angeles County,District Attorney,county,los_angeles,90068,CA
Los Angeles County,Sheriff,county,los_angeles,90069,CA
Los Angeles County,Assessor,county,los_angeles,90069,CA
Los Angeles County,District Attorney,county,los_angeles,90069,CA
Los Angeles County,Sheriff,county,los_angeles,90070,CA
Los Angeles County,Assessor,county,los_angeles,90070,CA
Los Angeles County,District Attorney,county,los_angeles,90070,CA
Los Angeles city,Mayor,place,los_angeles,90070,CA
Los Angeles city,Controller,place,los_angeles,90070,CA
Los Angeles city,City Attorney,place,los_angeles,90070,CA
Los Angeles County,Sheriff,county,los_angeles,90071,CA
Los Angeles County,Assessor,county,los_angeles,90071,CA
Los Angeles County,District Attorney,county,los_angeles,90071,CA
Los Angeles city,Mayor,place,los_angeles,90071,CA
Los Angeles city,Controller,place,los_angeles,90071,CA
Los Angeles city,City Attorney,place,los_angeles,90071,CA
Los Angeles County,Sheriff,county,los_angeles,90072,CA
Los Angeles County,Assessor,county,los_angeles,90072,CA
Los Angeles County,District Attorney,county,los_angeles,90072,CA
Los Angeles city,Mayor,place,los_angeles,90072,CA
Los Angeles city,Controller,place,los_angeles,90072,CA
Los Angeles city,City Attorney,place,los_angeles,90072,CA
Los Angeles County,Sheriff,county,los_angeles,90073,CA
Los Angeles County,Assessor,county,los_angeles,90073,CA
Los Angeles County,District Attorney,county,los_angeles,90073,CA
Los Angeles County,Sheriff,county,los_angeles,90074,CA
Los Angeles County,Assessor,county,los_angeles,90074,CA
Los Angeles County,District Attorney,county,los_angeles,90074,CA
Los Angeles city,Mayor,place,los_angeles,90074,CA
Los Angeles city,Controller,place,los_angeles,90074,CA
Los Angeles city,City Attorney,place,los_angeles,90074,CA
Los Angeles County,Sheriff,county,los_angeles,90075,CA
Los Angeles County,Assessor,county,los_angeles,90075,CA
Los Angeles County,District Attorney,county,los_angeles,90075,CA
Los Angeles city,Mayor,place,los_angeles,90075,CA
Los Angeles city,Controller,place,los_angeles,90075,CA
Los Angeles city,City Attorney,place,los_angeles,90075,CA
Los Angeles County,Sheriff,county,los_angeles,90076,CA
Los Angeles County,Assessor,county,los_angeles,90076,CA
Los Angeles County,District Attorney,county,los_angeles,90076,CA
Los Angeles city,Mayor,place,los_angeles,90076,CA
Los Angeles city,Controller,place,los_angeles,90076,CA
Los Angeles city,City Attorney,place,los_angeles,90076,CA
Los Angeles County,Sheriff,county,los_angeles,90077,CA
Los Angeles County,Assessor,county,los_angeles,90077,CA
Los Angeles County,District Attorney,county,los_angeles,90077,CA
Los Angeles city,Mayor,place,los_angeles,90077,CA
Los Angeles city,Controller,place,los_angeles,90077,CA
Los Angeles city,City Attorney,place,los_angeles,90077,CA
Los Angeles County,Sheriff,county,los_angeles,90078,CA
Los Angeles County,Assessor,county,los_angeles,90078,CA
Los Angeles County,District Attorney,county,los_angeles,90078,CA
Los Angeles city,Mayor,place,los_angeles,90078,CA
Los Angeles city,Controller,place,los_angeles,90078,CA
Los Angeles city,City Attorney,place,los_angeles,90078,CA
Los Angeles County,Sheriff,county,los_angeles,90079,CA
Los Angeles County,Assessor,county,los_angeles,90079,CA
Los Angeles County,District Attorney,county,los_angeles,90079,CA
Los Angeles city,Mayor,place,los_angeles,90079,CA
Los Angeles city,Controller,place,los_angeles,90079,CA
Los Angeles city,City Attorney,place,los_angeles,90079,CA
Los Angeles County,Sheriff,county,los_angeles,90080,CA
Los Angeles County,Assessor,county,los_angeles,90080,CA
Los Angeles County,District Attorney,county,los_angeles,90080,CA
Los Angeles city,Mayor,place,los_angeles,90080,CA
Los Angeles city,Controller,place,los_angeles,90080,CA
Los Angeles city,City Attorney,place,los_angeles,90080,CA
Los Angeles County,Sheriff,county,los_angeles,90081,CA
Los Angeles County,Assessor,county,los_angeles,90081,CA
Los Angeles County,District Attorney,county,los_angeles,90081,CA
Los Angeles city,Mayor,place,los_angeles,90081,CA
Los Angeles city,Controller,place,los_angeles,90081,CA
Los Angeles city,City Attorney,place,los_angeles,90081,CA
Los Angeles County,Sheriff,county,los_angeles,90082,CA
Los Angeles County,Assessor,county,los_angeles,90082,CA
Los Angeles County,District Attorney,county,los_angeles,90082,CA
Los Angeles city,Mayor,place,los_angeles,90082,CA
Los Angeles city,Controller,place,los_angeles,90082,CA
Los Angeles city,City Attorney,place,los_angeles,90082,CA
Los Angeles County,Sheriff,county,los_angeles,90083,CA
Los Angeles County,Assessor,county,los_angeles,90083,CA
Los Angeles County,District Attorney,county,los_angeles,90083,CA
Los Angeles city,Mayor,place,los_angeles,90083,CA
Los Angeles city,Controller,place,los_angeles,90083,CA
Los Angeles city,City Attorney,place,los_angeles,90083,CA
Los Angeles County,Sheriff,county,los_angeles,90084,CA
Los Angeles County,Assessor,county,los_angeles,90084,CA
Los Angeles County,District Attorney,county,los_angeles,90084,CA
Los Angeles city,Mayor,place,los_angeles,90084,CA
Los Angeles city,Controller,place,los_angeles,90084,CA
Los Angeles city,City Attorney,place,los_angeles,90084,CA
Los Angeles County,Sheriff,county,los_angeles,90086,CA
Los Angeles County,Assessor,county,los_angeles,90086,CA
Los Angeles County,District Attorney,county,los_angeles,90086,CA
Los Angeles city,Mayor,place,los_angeles,90086,CA
Los Angeles city,Controller,place,los_angeles,90086,CA
Los Angeles city,City Attorney,place,los_angeles,90086,CA
Los Angeles County,Sheriff,county,los_angeles,90087,CA
Los Angeles County,Assessor,county,los_angeles,90087,CA
Los Angeles County,District Attorney,county,los_angeles,90087,CA
Los Angeles city,Mayor,place,los_angeles,90087,CA
Los Angeles city,Controller,place,los_angeles,90087,CA
Los Angeles city,City Attorney,place,los_angeles,90087,CA
Los Angeles County,Sheriff,county,los_angeles,90088,CA
Los Angeles County,Assessor,county,los_angeles,90088,CA
Los Angeles County,District Attorney,county,los_angeles,90088,CA
Los Angeles city,Mayor,place,los_angeles,90088,CA
Los Angeles city,Controller,place,los_angeles,90088,CA
Los Angeles city,City Attorney,place,los_angeles,90088,CA
Los Angeles County,Sheriff,county,los_angeles,90089,CA
Los Angeles County,Assessor,county,los_angeles,90089,CA
Los Angeles County,District Attorney,county,los_angeles,90089,CA
Los Angeles city,Mayor,place,los_angeles,90089,CA
Los Angeles city,Controller,place,los_angeles,90089,CA
Los Angeles city,City Attorney,place,los_angeles,90089,CA
Los Angeles County,Sheriff,county,los_angeles,90091,CA
Los Angeles County,Assessor,county,los_angeles,90091,CA
Los Angeles County,District Attorney,county,los_angeles,90091,CA
Los Angeles County,Sheriff,county,los_angeles,90093,CA
Los Angeles County,Assessor,county,los_angeles,90093,CA
Los Angeles County,District Attorney,county,los_angeles,90093,CA
Los Angeles city,Mayor,place,los_angeles,90093,CA
Los Angeles city,Controller,place,los_angeles,90093,CA
Los Angeles city,City Attorney,place,los_angeles,90093,CA
Los Angeles County,Sheriff,county,los_angeles,90094,CA
Los Angeles County,Assessor,county,los_angeles,90094,CA
Los Angeles County,District Attorney,county,los_angeles,90094,CA
Los Angeles city,Mayor,place,los_angeles,90094,CA
Los Angeles city,Controller,place,los_angeles,90094,CA
Los Angeles city,City Attorney,place,los_angeles,90094,CA
Los Angeles County,Sheriff,county,los_angeles,90095,CA
Los Angeles County,Assessor,county,los_angeles,90095,CA
Los Angeles County,District Attorney,county,los_angeles,90095,CA
Los Angeles city,Mayor,place,los_angeles,90095,CA
Los Angeles city,Controller,place,los_angeles,90095,CA
Los Angeles city,City Attorney,place,los_angeles,90095,CA
Los Angeles County,Sheriff,county,los_angeles,90096,CA
Los Angeles County,Assessor,county,los_angeles,90096,CA
Los Angeles County,District Attorney,county,los_angeles,90096,CA
Los Angeles County,Sheriff,county,los_angeles,90099,CA
Los Angeles County,Assessor,county,los_angeles,90099,CA
Los Angeles County,District Attorney,county,los_angeles,90099,CA
Los Angeles city,Mayor,place,los_angeles,90099,CA
Los Angeles city,Controller,place,los_angeles,90099,CA
Los Angeles city,City Attorney,place,los_angeles,90099,CA
Los Angeles County,Sheriff,county,los_angeles,90101,CA
Los Angeles County,Assessor,county,los_angeles,90101,CA
Los Angeles County,District Attorney,county,los_angeles,90101,CA
Los Angeles County,Sheriff,county,los_angeles,90189,CA
Los Angeles County,Assessor,county,los_angeles,90189,CA
Los Angeles County,District Attorney,county,los_angeles,90189,CA
Los Angeles city,Mayor,place,los_angeles,90189,CA
Los Angeles city,Controller,place,los_angeles,90189,CA
Los Angeles city,City Attorney,place,los_angeles,90189,CA
Los Angeles County,Sheriff,county,los_angeles,90201,CA
Los Angeles County,Assessor,county,los_angeles,90201,CA
Los Angeles County,District Attorney,county,los_angeles,90201,CA
Los Angeles County,Sheriff,county,los_angeles,90202,CA
Los Angeles County,Assessor,county,los_angeles,90202,CA
Los Angeles County,District Attorney,county,los_angeles,90202,CA
Los Angeles County,Sheriff,county,los_angeles,90209,CA
Los Angeles County,Assessor,county,los_angeles,90209,CA
Los Angeles County,District Attorney,county,los_angeles,90209,CA
Los Angeles County,Sheriff,county,los_angeles,90210,CA
Los Angeles County,Assessor,county,los_angeles,90210,CA
Los Angeles County,District Attorney,county,los_angeles,90210,CA
Los Angeles County,Sheriff,county,los_angeles,90211,CA
Los Angeles County,Assessor,county,los_angeles,90211,CA
Los Angeles County,District Attorney,county,los_angeles,90211,CA
Los Angeles County,Sheriff,county,los_angeles,90212,CA
Los Angeles County,Assessor,county,los_angeles,90212,CA
Los Angeles County,District Attorney,county,los_angeles,90212,CA
Los Angeles County,Sheriff,county,los_angeles,90213,CA
Los Angeles County,Assessor,county,los_angeles,90213,CA
Los Angeles County,District Attorney,county,los_angeles,90213,CA
